item_id,release_date,unknown,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
282,0.44267823631971875,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
283,0.44605594725906444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
284,0.4484203449166065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
285,0.4566957367180035,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,0.4637889296906295,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
287,0.46936215274055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
288,0.46969992383448456,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
289,0.47054435156932095,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
290,0.47324652032079756,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
291,0.47915751446465255,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
292,0.48033971329342356,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
293,0.4815219121221946,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
294,0.4850685086085076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0.4921617015811336,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
296,0.49452609923867563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
297,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
298,0.5016192922113016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
299,0.5110768828414697,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
300,0.47172655039809197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
301,0.5158056781565536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
302,0.47172655039809197,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
303,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
304,0.4531491402316905,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
306,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
307,0.47172655039809197,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
308,0.47172655039809197,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
309,0.47172655039809197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
310,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
312,0.47172655039809197,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
313,0.47172655039809197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
314,0.47172655039809197,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,0.5831910113965009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
316,0.5318498051184459,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
317,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
318,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
319,0.4673355261769425,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
320,0.4673355261769425,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
321,0.47054435156932095,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,0.4897973039235916,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
323,0.4779753156358816,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324,0.48033971329342356,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
325,0.4850685086085076,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
326,0.47172655039809197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
327,0.47172655039809197,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
328,0.5087124851839276,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
329,0.5382674559032028,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
330,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
331,0.5169878769853247,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
332,0.47172655039809197,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
333,0.47172655039809197,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
334,0.47172655039809197,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
335,0.47172655039809197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
336,0.47172655039809197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
337,0.47172655039809197,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
338,0.47172655039809197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
339,0.47172655039809197,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
340,0.47172655039809197,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
341,0.47172655039809197,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,0.47172655039809197,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
343,0.47172655039809197,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
344,0.5310053773836094,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
345,0.47172655039809197,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
346,0.47172655039809197,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
347,0.5347208594168897,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
348,0.5382674559032028,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
349,0.5359030582456608,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,0.5359030582456608,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
351,0.5359030582456608,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
352,0.47172655039809197,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
353,0.5382674559032028,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
354,0.5406318535607447,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
355,0.5406318535607447,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
356,0.2866279909219462,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
357,-0.8854377050310206,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
358,0.5075302863551566,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
359,0.47172655039809197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360,0.47172655039809197,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
361,0.47172655039809197,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,0.5394496547319738,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
363,0.3482712155650057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364,0.3482712155650057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
366,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
367,0.3482712155650057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,0.40991444020806517,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0.4153187777110183,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
370,0.4188653741973314,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
371,0.41650097653978935,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
372,0.3482712155650057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
373,0.3482712155650057,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
374,0.3482712155650057,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
376,0.2866279909219462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,0.2866279909219462,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0.2866279909219462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,0.3482712155650057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
380,0.2866279909219462,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
381,0.2866279909219462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
382,0.2866279909219462,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
383,0.2866279909219462,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0.2866279909219462,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
385,0.2866279909219462,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
386,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
388,0.2866279909219462,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
389,0.2866279909219462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,0.22498476627888672,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
393,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,0.2866279909219462,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
395,0.22498476627888672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
396,0.2866279909219462,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
397,0.22498476627888672,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,0.22498476627888672,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,0.22498476627888672,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,0.2866279909219462,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
401,0.3482712155650057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
402,0.03988620680274096,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
403,-0.021757017840318534,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
404,-3.0444705374608088,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,0.43389618787741985,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
406,0.4602423332043165,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
407,0.4342339589713544,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
408,0.42984293475020496,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
409,0.4469003749939009,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
410,0.44250935077275144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
411,0.44014495311520946,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0
412,0.44960254374537745,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,0.44369154960152246,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
414,-0.45359736143566953,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
415,-0.8854377050310206,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
416,-1.9956912907939606,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
417,-1.7489495066747553,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,-2.427531634389312,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
419,-1.5640198327455768,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
420,-2.3658884097462525,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,0.4602423332043165,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
422,0.40991444020806517,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
423,-0.45359736143566953,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
424,0.40991444020806517,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
425,0.16317265608885995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,-0.20685557731646428,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0
427,-1.6873062820316957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
428,-1.1321794891502257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
429,-2.3658884097462525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
430,-3.476141995509192,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
431,-0.20685557731646428,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,-3.0444705374608088,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,-0.021757017840318534,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
434,-2.0575034009839874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,-1.2554659384363447,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
436,-0.515240586078729,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
437,0.16317265608885995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
438,-0.39195413679261004,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
439,0.22498476627888672,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
440,-0.45359736143566953,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
441,-0.6386959209118153,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
442,0.03988620680274096,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
443,-1.6256630573886364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
444,-1.934048066150901,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
445,-2.7359166431515765,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
446,-0.8237944803879611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
447,-0.8237944803879611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
448,-0.8237944803879611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
449,-0.6386959209118153,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
450,-0.021757017840318534,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
451,-0.7003391455548748,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
452,-0.7003391455548748,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
453,-0.39195413679261004,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,0.4688554960996481,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
455,0.47324652032079756,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,0.4744287191495686,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
457,0.5087124851839276,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
458,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
459,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
461,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
462,0.16317265608885995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
463,0.2866279909219462,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,0.2866279909219462,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
465,0.2866279909219462,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
466,0.16317265608885995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
467,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
468,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
469,0.22498476627888672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
470,0.22498476627888672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
471,0.42122977185487337,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
472,0.43541615780012544,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,0.4271407659987284,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,-1.6256630573886364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
475,0.44369154960152246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
476,0.45331802577865776,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
477,0.44605594725906444,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
478,-3.0444705374608088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
479,-1.934048066150901,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
480,-1.8724048415078416,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
481,-1.810761616864782,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
482,-1.8724048415078416,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
483,-2.9210152026277223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
484,-2.9826584272707817,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
485,-1.5640198327455768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
486,-2.1807898502701066,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
487,-2.242433074913166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
488,-2.427531634389312,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
489,-2.674273418508517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
490,-2.1191466256270473,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
491,-3.1677569867469275,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,-2.1191466256270473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
493,-3.4144987708661327,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
494,-3.0444705374608088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,-2.0575034009839874,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
496,-2.674273418508517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
497,-3.1677569867469275,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
498,-2.3658884097462525,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
499,-1.934048066150901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
500,0.4531491402316905,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,-2.9826584272707817,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
502,-1.1321794891502257,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
503,-1.0705362645071663,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,-1.3789212732694311,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
505,-2.1807898502701066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
506,-2.1191466256270473,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
507,-2.3658884097462525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
508,0.4708821226632555,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
509,-0.021757017840318534,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
510,-2.1807898502701066,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
511,-1.6873062820316957,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
512,-0.1452123526734048,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
513,-2.4891748590323712,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
514,-0.7619823701979342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
515,0.48743290626604957,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
516,-0.39195413679261004,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
517,-0.6386959209118153,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
518,0.03988620680274096,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
519,-2.550986969222398,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520,-1.6256630573886364,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
521,-0.7003391455548748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
522,-0.20685557731646428,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
523,-1.3789212732694311,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
524,-3.0444705374608088,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
525,-2.674273418508517,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
526,-1.8724048415078416,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
527,-0.45359736143566953,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
528,-0.33031091214955055,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
529,-0.2684988019595238,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
530,-0.8854377050310206,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
531,0.46497112851940053,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
532,0.4827041109509656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
533,0.4850685086085076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
534,0.4897973039235916,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,0.4957082980674466,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
536,0.4957082980674466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
537,0.10152943144580046,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
538,0.47172655039809197,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
539,0.47172655039809197,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0.3482712155650057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,0.3482712155650057,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0.3482712155650057,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
543,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
544,0.4153187777110183,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
545,0.3482712155650057,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
546,0.41650097653978935,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
547,0.4188653741973314,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
548,0.4153187777110183,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
549,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
550,0.3482712155650057,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
551,0.3482712155650057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
552,0.3482712155650057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
553,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
554,0.3482712155650057,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0.3482712155650057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
556,0.3482712155650057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
557,0.2866279909219462,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
558,0.2866279909219462,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
559,0.2866279909219462,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
560,0.3482712155650057,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0
561,0.2866279909219462,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
562,0.3482712155650057,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
563,0.3482712155650057,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
